id,previous_reading,current_reading,excess_consumption,total_consumed,finished_at,period_id,water_meter_id,code,created_at,created_by_id,operator_id,status,updated_at,updated_by_id
4165,665,665,0,0,2023-01-09 13:22:24.000000 +00:00,20,360,LE-00001,2023-01-02 20:59:22.000000 +00:00,1,3,F,2023-01-02 20:59:22.000000 +00:00,3
5564,705,720,5,15,2023-09-01 13:38:21.934498 +00:00,29,367,LE-02792,,3,3,F,,3
5548,103,103,0,0,2023-09-01 14:02:34.258379 +00:00,29,351,LE-02776,,3,3,F,,3
5560,2466,2485,9,19,2023-09-01 14:17:45.552827 +00:00,29,363,LE-02788,,3,3,F,,3
5576,1033,1045,2,12,2023-09-01 14:21:23.381171 +00:00,29,380,LE-02804,,3,3,F,,3
5552,27,27,0,0,2023-09-01 14:23:27.496725 +00:00,29,355,LE-02780,,3,3,F,,3
5544,3232,3241,0,9,2023-09-01 14:25:56.236515 +00:00,29,347,LE-02772,,3,3,F,,3
5559,3238,3251,3,13,2023-09-01 15:39:49.277839 +00:00,29,362,LE-02787,,3,3,F,,3
5556,473,474,0,1,2023-09-01 15:42:13.711541 +00:00,29,359,LE-02784,,3,3,F,,3
5563,147,149,0,2,2023-09-01 15:57:16.502399 +00:00,29,366,LE-02791,,3,3,F,,3
5616,339,352,3,13,2023-09-01 16:28:12.001937 +00:00,29,420,LE-02844,,3,3,F,,3
5605,33,33,0,0,2023-09-01 16:46:16.540954 +00:00,29,409,LE-02833,,3,3,F,,3
5608,424,438,4,14,2023-09-01 16:47:49.151379 +00:00,29,412,LE-02836,,3,3,F,,3
5577,743,754,1,11,2023-09-01 16:52:59.922566 +00:00,29,381,LE-02805,,3,3,F,,3
5582,1887,1914,17,27,2023-09-01 16:54:05.577743 +00:00,29,386,LE-02810,,3,3,F,,3
5567,567,568,0,1,2023-09-01 16:58:56.615381 +00:00,29,370,LE-02795,,3,3,F,,3
5583,1283,1320,27,37,2023-09-01 17:05:18.204649 +00:00,29,387,LE-02811,,3,3,F,,3
5558,3092,3103,1,11,2023-09-01 17:14:42.875475 +00:00,29,361,LE-02786,,3,3,F,,3
5585,2408,2420,2,12,2023-09-01 17:31:17.573315 +00:00,29,389,LE-02813,,3,3,F,,3
5612,388,398,0,10,2023-09-01 17:33:37.748020 +00:00,29,416,LE-02840,,3,3,F,,3
5589,316,323,0,7,2023-09-04 14:10:06.421235 +00:00,29,393,LE-02817,,3,3,F,2023-09-04 14:10:06.427982 +00:00,3
5565,25,25,0,0,2023-09-04 14:10:39.181193 +00:00,29,368,LE-02793,,3,3,F,2023-09-04 14:10:39.187802 +00:00,3
5569,816,835,9,19,2023-09-04 14:30:12.441110 +00:00,29,372,LE-02797,,3,3,F,2023-09-04 14:30:12.447346 +00:00,3
5580,769,782,3,13,2023-09-04 14:51:15.679729 +00:00,29,384,LE-02808,,3,3,F,2023-09-04 14:51:15.688651 +00:00,3
5546,481,488,0,7,2023-09-04 14:54:45.474627 +00:00,29,349,LE-02774,,3,3,F,2023-09-04 14:54:45.483466 +00:00,3
5574,472,478,0,6,2023-09-04 15:02:00.650447 +00:00,29,378,LE-02802,,3,3,F,2023-09-04 15:02:00.679208 +00:00,3
5607,76,78,0,2,2023-09-04 15:15:22.293570 +00:00,29,411,LE-02835,,3,3,F,2023-09-04 15:15:22.309596 +00:00,3
5598,197,205,0,8,2023-09-04 15:53:08.164352 +00:00,29,402,LE-02826,,3,3,F,2023-09-04 15:53:08.171538 +00:00,3
5575,174,174,0,0,2023-09-04 15:54:40.905596 +00:00,29,379,LE-02803,,3,3,F,2023-09-04 15:54:40.912456 +00:00,3
5617,861,892,21,31,2023-09-04 15:57:42.832581 +00:00,29,421,LE-02845,,3,3,F,2023-09-04 15:57:42.839025 +00:00,3
5609,108,108,0,0,2023-09-04 15:58:41.159397 +00:00,29,413,LE-02837,,3,3,F,2023-09-04 15:58:41.165463 +00:00,3
5592,1,1,0,0,2023-09-04 16:02:47.244897 +00:00,29,396,LE-02820,,3,3,F,2023-09-04 16:02:47.252602 +00:00,3
5570,902,917,5,15,2023-09-04 16:00:40.600657 +00:00,29,373,LE-02798,,3,3,F,2023-09-04 16:00:40.619244 +00:00,3
5568,2108,2125,7,17,2023-09-04 16:11:55.092811 +00:00,29,371,LE-02796,,3,3,F,2023-09-04 16:11:55.099609 +00:00,3
5584,1304,1327,13,23,2023-09-04 16:13:58.880933 +00:00,29,388,LE-02812,,3,3,F,2023-09-04 16:13:58.909379 +00:00,3
5604,59,61,0,2,2023-09-04 16:14:39.075250 +00:00,29,408,LE-02832,,3,3,F,2023-09-04 16:14:39.082003 +00:00,3
5596,135,141,0,6,2023-09-04 16:14:59.651300 +00:00,29,400,LE-02824,,3,3,F,2023-09-04 16:14:59.657468 +00:00,3
5599,300,305,0,5,2023-09-04 16:16:38.282276 +00:00,29,403,LE-02827,,3,3,F,2023-09-04 16:16:38.288300 +00:00,3
5550,1522,1546,14,24,2023-09-04 16:29:35.788707 +00:00,29,353,LE-02778,,3,3,F,2023-09-04 16:29:35.795952 +00:00,3
5588,1045,1060,5,15,2023-09-04 17:07:11.087698 +00:00,29,392,LE-02816,,3,3,F,2023-09-04 17:07:11.093478 +00:00,3
5557,726,727,0,1,2023-09-04 17:08:06.710057 +00:00,29,360,LE-02785,,3,3,F,2023-09-04 17:08:06.716666 +00:00,3
5581,653,666,3,13,2023-09-04 17:09:30.263085 +00:00,29,385,LE-02809,,3,3,F,2023-09-04 17:09:30.268963 +00:00,3
5586,202,203,0,1,2023-09-04 17:10:00.893819 +00:00,29,390,LE-02814,,3,3,F,2023-09-04 17:10:00.899684 +00:00,3
5578,487,505,8,18,2023-09-04 17:13:12.424220 +00:00,29,382,LE-02806,,3,3,F,2023-09-04 17:13:12.429972 +00:00,3
5545,269,271,0,2,2023-09-04 17:21:56.659987 +00:00,29,348,LE-02773,,3,3,F,2023-09-04 17:21:56.666170 +00:00,3
5554,1425,1475,40,50,2023-09-04 21:53:21.142946 +00:00,29,357,LE-02782,,3,3,F,2023-09-04 21:53:21.148794 +00:00,3
5590,608,665,47,57,2023-09-04 22:00:03.276195 +00:00,29,394,LE-02818,,3,3,F,2023-09-04 22:00:03.290155 +00:00,3
5595,773,788,5,15,2023-09-04 22:01:05.840761 +00:00,29,399,LE-02823,,3,3,F,2023-09-04 22:01:05.853867 +00:00,3
5566,417,424,0,7,2023-09-04 22:12:36.250048 +00:00,29,369,LE-02794,,3,3,F,2023-09-04 22:12:36.256512 +00:00,3
5579,1105,1129,14,24,2023-09-05 14:21:27.482949 +00:00,29,383,LE-02807,,3,3,F,2023-09-05 14:21:27.488398 +00:00,3
5597,127,137,0,10,2023-09-05 14:30:54.704099 +00:00,29,401,LE-02825,,3,3,F,2023-09-05 14:30:54.715184 +00:00,3
5600,573,587,4,14,2023-09-05 14:40:06.804635 +00:00,29,404,LE-02828,,3,3,F,2023-09-05 14:40:06.810287 +00:00,3
5611,56,62,0,6,2023-09-05 14:43:41.963591 +00:00,29,415,LE-02839,,3,3,F,2023-09-05 14:43:41.969225 +00:00,3
5615,43,43,0,0,2023-09-05 14:44:37.770305 +00:00,29,419,LE-02843,,3,3,F,2023-09-05 14:44:37.776021 +00:00,3
5614,72,76,0,4,2023-09-05 14:44:59.728583 +00:00,29,418,LE-02842,,3,3,F,2023-09-05 14:44:59.734059 +00:00,3
5571,668,685,7,17,2023-09-05 14:51:12.238212 +00:00,29,374,LE-02799,,3,3,F,2023-09-05 14:51:12.244553 +00:00,3
6473,3311,3318,0,7,2023-11-01 17:43:34.516771 +00:00,31,589,LE-03701,2023-11-01 13:43:45.774729 +00:00,,3,F,2023-11-01 17:43:34.525592 +00:00,
7294,503,510,0,7,2024-02-01 21:41:24.689287 +00:00,34,378,LE-04522,2024-02-01 12:22:59.958934 +00:00,,3,F,2024-02-01 21:41:24.701999 +00:00,
6577,271,271,0,0,2023-12-05 15:01:16.610145 +00:00,32,348,LE-03805,2023-12-02 21:42:52.792559 +00:00,,3,F,2023-12-05 15:01:16.617854 +00:00,
5654,1173,1173,0,0,2023-09-01 13:51:25.711996 +00:00,29,458,LE-02882,,3,3,F,,3
5587,423,430,0,7,2023-09-05 14:54:11.893479 +00:00,29,391,LE-02815,,3,3,F,2023-09-05 14:54:11.899358 +00:00,3
5549,713,726,3,13,2023-09-05 14:59:35.713670 +00:00,29,352,LE-02777,,3,3,F,2023-09-05 14:59:35.723903 +00:00,3
5594,947,947,0,0,2023-09-05 15:15:02.274626 +00:00,29,398,LE-02822,,3,3,F,2023-09-05 15:15:02.280393 +00:00,3
5635,162,172,0,10,2023-09-01 13:53:47.685465 +00:00,29,439,LE-02863,,3,3,F,,3
5653,2630,2652,12,22,2023-09-01 13:55:35.023863 +00:00,29,457,LE-02881,,3,3,F,,3
5661,1578,1578,0,0,2023-09-01 13:56:44.220374 +00:00,29,465,LE-02889,,3,3,F,,3
5628,5,15,0,10,2023-09-01 13:57:56.841056 +00:00,29,432,LE-02856,,3,3,F,,3
5649,1329,1329,0,0,2023-09-01 14:08:47.796831 +00:00,29,453,LE-02877,,3,3,F,,3
5652,874,881,0,7,2023-09-01 14:10:08.181981 +00:00,29,456,LE-02880,,3,3,F,,3
5655,1192,1209,7,17,2023-09-01 14:15:55.682208 +00:00,29,459,LE-02883,,3,3,F,,3
5645,3479,3509,20,30,2023-09-01 14:19:51.441132 +00:00,29,449,LE-02873,,3,3,F,,3
5640,1150,1153,0,3,2023-09-01 15:38:38.435991 +00:00,29,444,LE-02868,,3,3,F,,3
5659,4779,4805,16,26,2023-09-01 15:39:14.861070 +00:00,29,463,LE-02887,,3,3,F,,3
5648,643,644,0,1,2023-09-01 15:46:02.007236 +00:00,29,452,LE-02876,,3,3,F,,3
5644,160,161,0,1,2023-09-01 16:00:42.199248 +00:00,29,448,LE-02872,,3,3,F,,3
5669,1280,1286,0,6,2023-09-01 16:06:28.113623 +00:00,29,473,LE-02897,,3,3,F,,3
5668,4427,4448,11,21,2023-09-01 16:43:07.003400 +00:00,29,472,LE-02896,,3,3,F,,3
5641,2357,2378,11,21,2023-09-01 16:51:46.614800 +00:00,29,445,LE-02869,,3,3,F,,3
5633,98,99,0,1,2023-09-01 17:12:21.756201 +00:00,29,437,LE-02861,,3,3,F,,3
5624,545,571,16,26,2023-09-01 17:13:26.561093 +00:00,29,428,LE-02852,,3,3,F,,3
5687,2613,2614,0,1,2023-09-01 17:29:02.986120 +00:00,29,491,LE-02915,,3,3,F,,3
5686,4509,4526,7,17,2023-09-01 17:36:30.355770 +00:00,29,490,LE-02914,,3,3,F,,3
5688,1062,1068,0,6,2023-09-04 14:16:33.861493 +00:00,29,492,LE-02916,,3,3,F,2023-09-04 14:16:33.868653 +00:00,3
5657,2942,2951,0,9,2023-09-04 14:27:13.401443 +00:00,29,461,LE-02885,,3,3,F,2023-09-04 14:27:13.421397 +00:00,3
5660,1105,1119,4,14,2023-09-04 14:31:59.600081 +00:00,29,464,LE-02888,,3,3,F,2023-09-04 14:31:59.606126 +00:00,3
5656,835,838,0,3,2023-09-04 14:33:11.724975 +00:00,29,460,LE-02884,,3,3,F,2023-09-04 14:33:11.732389 +00:00,3
5634,40,41,0,1,2023-09-04 14:33:43.510972 +00:00,29,438,LE-02862,,3,3,F,2023-09-04 14:33:43.516675 +00:00,3
5662,3311,3330,9,19,2023-09-04 14:35:57.854113 +00:00,29,466,LE-02890,,3,3,F,2023-09-04 14:35:57.861892 +00:00,3
5658,2391,2401,0,10,2023-09-04 14:39:18.368679 +00:00,29,462,LE-02886,,3,3,F,2023-09-04 14:39:18.374299 +00:00,3
5664,2222,2224,0,2,2023-09-04 14:41:19.134344 +00:00,29,468,LE-02892,,3,3,F,2023-09-04 14:41:19.144630 +00:00,3
5629,313,359,36,46,2023-09-04 14:57:48.879455 +00:00,29,433,LE-02857,,3,3,F,2023-09-04 14:57:48.885985 +00:00,3
5618,145,149,0,4,2023-09-04 15:03:03.694476 +00:00,29,422,LE-02846,,3,3,F,2023-09-04 15:03:03.707586 +00:00,3
5689,896,897,0,1,2023-09-04 15:23:44.749454 +00:00,29,493,LE-02917,,3,3,F,2023-09-04 15:23:44.759225 +00:00,3
5690,2465,2469,0,4,2023-09-04 15:26:33.744843 +00:00,29,494,LE-02918,,3,3,F,2023-09-04 15:26:33.753050 +00:00,3
5684,1104,1109,0,5,2023-09-04 15:34:26.959309 +00:00,29,488,LE-02912,,3,3,F,2023-09-04 15:34:26.965323 +00:00,3
5622,2,2,0,0,2023-09-04 15:35:38.638311 +00:00,29,426,LE-02850,,3,3,F,2023-09-04 15:35:38.646418 +00:00,3
5666,2335,2342,0,7,2023-09-04 15:36:01.469582 +00:00,29,470,LE-02894,,3,3,F,2023-09-04 15:36:01.495052 +00:00,3
5683,2473,2482,0,9,2023-09-04 15:37:13.692720 +00:00,29,487,LE-02911,,3,3,F,2023-09-04 15:37:13.699930 +00:00,3
5685,878,881,0,3,2023-09-04 15:52:18.176668 +00:00,29,489,LE-02913,,3,3,F,2023-09-04 15:52:18.183328 +00:00,3
5632,5,17,2,12,2023-09-04 16:09:28.776475 +00:00,29,436,LE-02860,,3,3,F,2023-09-04 16:09:28.782365 +00:00,3
5663,27,27,0,0,2023-09-04 16:15:45.124551 +00:00,29,467,LE-02891,,3,3,F,2023-09-04 16:15:45.130977 +00:00,3
5620,41,46,0,5,2023-09-04 16:22:24.115046 +00:00,29,424,LE-02848,,3,3,F,2023-09-04 16:22:24.121662 +00:00,3
5691,1314,1324,0,10,2023-09-04 16:18:25.111753 +00:00,29,495,LE-02919,,3,3,F,2023-09-04 16:18:25.129099 +00:00,3
5621,364,382,8,18,2023-09-04 16:41:57.296504 +00:00,29,425,LE-02849,,3,3,F,2023-09-04 16:41:57.302116 +00:00,3
5642,1815,1835,10,20,2023-09-04 17:06:02.079860 +00:00,29,446,LE-02870,,3,3,F,2023-09-04 17:06:02.096739 +00:00,3
5643,1863,1891,18,28,2023-09-04 17:12:37.409589 +00:00,29,447,LE-02871,,3,3,F,2023-09-04 17:12:37.415823 +00:00,3
5627,183,197,4,14,2023-09-04 22:03:00.659258 +00:00,29,431,LE-02855,,3,3,F,2023-09-04 22:03:00.665307 +00:00,3
5678,2259,2281,12,22,2023-09-04 22:04:26.243601 +00:00,29,482,LE-02906,,3,3,F,2023-09-04 22:04:26.249719 +00:00,3
5639,1428,1439,1,11,2023-09-04 22:04:56.763863 +00:00,29,443,LE-02867,,3,3,F,2023-09-04 22:04:56.769848 +00:00,3
5619,545,568,13,23,2023-09-05 15:13:50.549014 +00:00,29,423,LE-02847,,3,3,F,2023-09-05 15:13:50.554595 +00:00,3
5682,3380,3388,0,8,2023-09-04 22:10:16.933728 +00:00,29,486,LE-02910,,3,3,F,2023-09-04 22:10:16.940256 +00:00,3
5681,5614,5645,21,31,2023-09-04 22:11:18.554688 +00:00,29,485,LE-02909,,3,3,F,2023-09-04 22:11:18.560467 +00:00,3
5631,4,4,0,0,2023-09-04 22:12:47.964054 +00:00,29,435,LE-02859,,3,3,F,2023-09-04 22:12:47.997234 +00:00,3
5677,5171,5202,21,31,2023-09-04 22:13:16.622783 +00:00,29,481,LE-02905,,3,3,F,2023-09-04 22:13:16.637753 +00:00,3
5651,317,335,8,18,2023-09-05 12:48:57.464087 +00:00,29,455,LE-02879,,3,3,F,2023-09-05 12:48:57.469533 +00:00,3
6437,391,391,0,0,2023-11-01 18:50:00.635723 +00:00,31,553,LE-03665,2023-11-01 13:43:45.773760 +00:00,,3,F,2023-11-01 18:50:00.643475 +00:00,
7499,4648,4658,0,10,2024-02-01 21:47:18.285823 +00:00,34,583,LE-04727,2024-02-01 12:22:59.963745 +00:00,,3,F,2024-02-01 21:47:18.294327 +00:00,
6579,1489,1507,8,18,2023-12-04 20:24:30.282669 +00:00,32,350,LE-03807,2023-12-02 21:42:52.792608 +00:00,,3,F,2023-12-04 20:24:30.292946 +00:00,
5676,2206,2206,0,0,2023-09-05 14:23:42.222150 +00:00,29,480,LE-02904,,3,3,F,2023-09-05 14:23:42.228202 +00:00,3
5626,67,74,0,7,2023-09-05 14:25:12.378322 +00:00,29,430,LE-02854,,3,3,F,2023-09-05 14:25:12.384379 +00:00,3
5674,3238,3252,4,14,2023-09-05 14:38:30.793263 +00:00,29,478,LE-02902,,3,3,F,2023-09-05 14:38:30.798880 +00:00,3
5673,1777,1780,0,3,2023-09-05 14:39:22.660317 +00:00,29,477,LE-02901,,3,3,F,2023-09-05 14:39:22.667442 +00:00,3
5692,4485,4505,10,20,2023-09-05 14:45:40.481962 +00:00,29,496,LE-02920,,3,3,F,2023-09-05 14:45:40.487643 +00:00,3
5630,61,68,0,7,2023-09-05 14:58:35.302019 +00:00,29,434,LE-02858,,3,3,F,2023-09-05 14:58:35.307791 +00:00,3
5672,1787,1804,7,17,2023-09-05 15:00:32.783482 +00:00,29,476,LE-02900,,3,3,F,2023-09-05 15:00:32.792693 +00:00,3
5638,1693,1708,5,15,2023-09-05 15:24:12.106637 +00:00,29,442,LE-02866,,3,3,F,2023-09-05 15:24:12.112275 +00:00,3
5730,1132,1135,0,3,2023-09-01 13:48:12.523683 +00:00,29,534,LE-02958,,3,3,F,,3
5726,6348,6399,41,51,2023-09-01 14:17:11.956816 +00:00,29,530,LE-02954,,3,3,F,,3
5727,2757,2759,0,2,2023-09-01 15:40:16.378295 +00:00,29,531,LE-02955,,3,3,F,,3
5731,3332,3333,0,1,2023-09-01 15:40:42.097578 +00:00,29,535,LE-02959,,3,3,F,,3
5728,1826,1826,0,0,2023-09-01 15:41:07.540609 +00:00,29,532,LE-02956,,3,3,F,,3
5736,4065,4070,0,5,2023-09-01 15:42:45.977736 +00:00,29,540,LE-02964,,3,3,F,,3
5738,3747,3753,0,6,2023-09-01 15:43:38.665719 +00:00,29,542,LE-02966,,3,3,F,,3
5739,4685,4701,6,16,2023-09-01 15:46:45.117207 +00:00,29,543,LE-02967,,3,3,F,,3
5735,2901,2901,0,0,2023-09-01 15:47:32.942727 +00:00,29,539,LE-02963,,3,3,F,,3
5734,6472,6544,62,72,2023-09-01 15:56:09.645963 +00:00,29,538,LE-02962,,3,3,F,,3
5737,2208,2214,0,6,2023-09-01 15:57:32.701099 +00:00,29,541,LE-02965,,3,3,F,,3
5729,3031,3034,0,3,2023-09-01 16:07:50.467400 +00:00,29,533,LE-02957,,3,3,F,,3
5732,4091,4092,0,1,2023-09-01 16:24:02.915874 +00:00,29,536,LE-02960,,3,3,F,,3
5766,1352,1352,0,0,2023-09-01 16:26:06.232126 +00:00,29,570,LE-02994,,3,3,F,,3
5733,5576,5576,0,0,2023-09-01 16:47:58.414808 +00:00,29,537,LE-02961,,3,3,F,,3
5757,6881,6912,21,31,2023-09-01 17:21:41.200950 +00:00,29,561,LE-02985,,3,3,F,,3
5754,3153,3175,12,22,2023-09-01 17:22:17.176984 +00:00,29,558,LE-02982,,3,3,F,,3
5758,3623,3640,7,17,2023-09-01 17:23:33.713812 +00:00,29,562,LE-02986,,3,3,F,,3
5752,1153,1155,0,2,2023-09-01 17:29:38.459068 +00:00,29,556,LE-02980,,3,3,F,,3
5751,2756,2756,0,0,2023-09-01 17:29:54.427976 +00:00,29,555,LE-02979,,3,3,F,,3
5753,573,574,0,1,2023-09-01 17:30:27.529086 +00:00,29,557,LE-02981,,3,3,F,,3
5745,2509,2514,0,5,2023-09-01 17:32:17.701078 +00:00,29,549,LE-02973,,3,3,F,,3
5747,2194,2194,0,0,2023-09-01 17:34:13.773755 +00:00,29,551,LE-02975,,3,3,F,,3
5750,3407,3409,0,2,2023-09-01 17:37:28.388171 +00:00,29,554,LE-02978,,3,3,F,,3
5755,3133,3144,1,11,2023-09-04 14:11:13.065699 +00:00,29,559,LE-02983,,3,3,F,2023-09-04 14:11:13.072853 +00:00,3
5756,3165,3174,0,9,2023-09-04 14:43:19.496455 +00:00,29,560,LE-02984,,3,3,F,2023-09-04 14:43:19.502261 +00:00,3
5749,350,379,19,29,2023-09-04 14:45:53.412184 +00:00,29,553,LE-02977,,3,3,F,2023-09-04 14:45:53.421034 +00:00,3
5746,1952,1965,3,13,2023-09-04 14:47:29.763484 +00:00,29,550,LE-02974,,3,3,F,2023-09-04 14:47:29.769109 +00:00,3
5760,570,572,0,2,2023-09-04 14:52:58.528877 +00:00,29,564,LE-02988,,3,3,F,2023-09-04 14:52:58.543835 +00:00,3
5702,4350,4371,11,21,2023-09-04 14:53:45.503165 +00:00,29,506,LE-02930,,3,3,F,2023-09-04 14:53:45.509934 +00:00,3
5701,5056,5072,6,16,2023-09-04 14:56:34.923337 +00:00,29,505,LE-02929,,3,3,F,2023-09-04 14:56:34.929612 +00:00,3
5700,3365,3369,0,4,2023-09-04 14:57:05.320727 +00:00,29,504,LE-02928,,3,3,F,2023-09-04 14:57:05.342564 +00:00,3
5699,9737,9769,22,32,2023-09-04 14:59:22.492008 +00:00,29,503,LE-02927,,3,3,F,2023-09-04 14:59:22.504280 +00:00,3
5697,2885,2894,0,9,2023-09-04 15:04:07.531492 +00:00,29,501,LE-02925,,3,3,F,2023-09-04 15:04:07.549430 +00:00,3
5698,1834,1834,0,0,2023-09-04 15:04:43.567767 +00:00,29,502,LE-02926,,3,3,F,2023-09-04 15:04:43.600744 +00:00,3
5695,1957,1957,0,0,2023-09-04 15:05:14.585154 +00:00,29,499,LE-02923,,3,3,F,2023-09-04 15:05:14.602135 +00:00,3
5767,1413,1413,0,0,2023-09-04 15:53:29.668501 +00:00,29,571,LE-02995,,3,3,F,2023-09-04 15:53:29.674967 +00:00,3
5724,21,21,0,0,2023-09-04 15:58:11.433155 +00:00,29,528,LE-02952,,3,3,F,2023-09-04 15:58:11.439870 +00:00,3
5720,1712,1712,0,0,2023-09-04 16:01:14.703488 +00:00,29,524,LE-02948,,3,3,F,2023-09-04 16:01:14.709358 +00:00,3
5723,5772,5814,32,42,2023-09-04 16:02:14.795844 +00:00,29,527,LE-02951,,3,3,F,2023-09-04 16:02:14.803351 +00:00,3
5719,2603,2605,0,2,2023-09-04 16:03:41.734712 +00:00,29,523,LE-02947,,3,3,F,2023-09-04 16:03:41.741747 +00:00,3
5722,614,614,0,0,2023-09-04 16:04:17.773775 +00:00,29,526,LE-02950,,3,3,F,2023-09-04 16:04:17.780096 +00:00,3
5703,1791,1791,0,0,2023-09-04 16:07:46.472834 +00:00,29,507,LE-02931,,3,3,F,2023-09-04 16:07:46.482846 +00:00,3
5709,2760,2781,11,21,2023-09-04 16:08:52.161988 +00:00,29,513,LE-02937,,3,3,F,2023-09-04 16:08:52.168143 +00:00,3
5741,116,116,0,0,2023-09-04 16:12:38.647593 +00:00,29,545,LE-02969,,3,3,F,2023-09-04 16:12:38.664104 +00:00,3
5694,999,999,0,0,2023-09-04 16:18:05.863000 +00:00,29,498,LE-02922,,3,3,F,2023-09-04 16:18:05.869141 +00:00,3
5744,928,943,5,15,2023-09-04 16:19:53.442928 +00:00,29,548,LE-02972,,3,3,F,2023-09-04 16:19:53.449798 +00:00,3
5743,4142,4153,1,11,2023-09-04 16:20:34.072150 +00:00,29,547,LE-02971,,3,3,F,2023-09-04 16:20:34.078760 +00:00,3
5742,4150,4185,25,35,2023-09-04 16:23:47.926481 +00:00,29,546,LE-02970,,3,3,F,2023-09-04 16:23:47.932936 +00:00,3
5704,1199,1216,7,17,2023-09-04 16:26:11.015332 +00:00,29,508,LE-02932,,3,3,F,2023-09-04 16:26:11.022219 +00:00,3
5705,3915,3938,13,23,2023-09-04 16:27:09.168232 +00:00,29,509,LE-02933,,3,3,F,2023-09-04 16:27:09.175615 +00:00,3
5819,2750,2757,0,7,2023-09-01 13:41:37.991854 +00:00,29,623,LE-03047,,3,3,F,,3
5706,3235,3247,2,12,2023-09-04 16:28:58.292008 +00:00,29,510,LE-02934,,3,3,F,2023-09-04 16:28:58.298331 +00:00,3
5764,140,140,0,0,2023-09-04 16:47:51.145311 +00:00,29,568,LE-02992,,3,3,F,2023-09-04 16:47:51.157173 +00:00,3
5765,1918,1918,0,0,2023-09-04 16:48:17.602548 +00:00,29,569,LE-02993,,3,3,F,2023-09-04 16:48:17.609981 +00:00,3
5763,2624,2635,1,11,2023-09-04 17:12:06.003724 +00:00,29,567,LE-02991,,3,3,F,2023-09-04 17:12:06.021954 +00:00,3
5761,9113,9119,0,6,2023-09-04 17:16:36.065949 +00:00,29,565,LE-02989,,3,3,F,2023-09-04 17:16:36.071608 +00:00,3
5762,4026,4036,0,10,2023-09-04 17:17:23.278889 +00:00,29,566,LE-02990,,3,3,F,2023-09-04 17:17:23.313257 +00:00,3
5712,7363,7370,0,7,2023-09-04 21:44:43.704729 +00:00,29,516,LE-02940,,3,3,F,2023-09-04 21:44:43.710564 +00:00,3
5713,1935,1947,2,12,2023-09-04 21:46:42.769087 +00:00,29,517,LE-02941,,3,3,F,2023-09-04 21:46:42.775191 +00:00,3
5717,5834,5848,4,14,2023-09-04 21:57:25.922789 +00:00,29,521,LE-02945,,3,3,F,2023-09-04 21:57:25.928837 +00:00,3
5716,927,927,0,0,2023-09-04 21:58:21.615317 +00:00,29,520,LE-02944,,3,3,F,2023-09-04 21:58:21.622062 +00:00,3
5718,2544,2560,6,16,2023-09-05 14:37:53.011417 +00:00,29,522,LE-02946,,3,3,F,2023-09-05 14:37:53.017189 +00:00,3
5823,4505,4515,0,10,2023-09-01 13:47:05.189509 +00:00,29,627,LE-03051,,3,3,F,,3
5824,3891,3922,21,31,2023-09-01 13:50:26.584135 +00:00,29,628,LE-03052,,3,3,F,,3
5832,2514,2517,0,3,2023-09-01 14:05:38.837769 +00:00,29,636,LE-03060,,3,3,F,,3
5821,1153,1157,0,4,2023-09-01 14:19:04.653060 +00:00,29,625,LE-03049,,3,3,F,,3
5838,3066,3092,16,26,2023-09-01 15:59:34.960295 +00:00,29,642,LE-03066,,3,3,F,,3
5834,2660,2669,0,9,2023-09-01 16:02:33.262923 +00:00,29,638,LE-03062,,3,3,F,,3
5835,3247,3276,19,29,2023-09-01 16:03:15.784559 +00:00,29,639,LE-03063,,3,3,F,,3
5831,498,500,0,2,2023-09-01 16:05:00.695693 +00:00,29,635,LE-03059,,3,3,F,,3
5833,2109,2118,0,9,2023-09-01 16:16:48.954283 +00:00,29,637,LE-03061,,3,3,F,,3
5840,5685,5720,25,35,2023-09-01 16:27:00.050821 +00:00,29,644,LE-03068,,3,3,F,,3
5839,5173,5194,11,21,2023-09-01 17:15:59.453815 +00:00,29,643,LE-03067,,3,3,F,,3
5836,2618,2627,0,9,2023-09-04 14:13:49.357127 +00:00,29,640,LE-03064,,3,3,F,2023-09-04 14:13:49.364607 +00:00,3
5842,200,200,0,0,2023-09-04 14:21:10.554992 +00:00,29,646,LE-03070,,3,3,F,2023-09-04 14:21:10.560652 +00:00,3
5778,2409,2425,6,16,2023-09-04 15:07:43.063750 +00:00,29,582,LE-03006,,3,3,F,2023-09-04 15:07:43.070846 +00:00,3
5780,3108,3126,8,18,2023-09-04 15:08:25.679835 +00:00,29,584,LE-03008,,3,3,F,2023-09-04 15:08:25.687220 +00:00,3
5779,4545,4578,23,33,2023-09-04 15:09:11.610668 +00:00,29,583,LE-03007,,3,3,F,2023-09-04 15:09:11.637564 +00:00,3
5777,1768,1772,0,4,2023-09-04 15:10:29.005483 +00:00,29,581,LE-03005,,3,3,F,2023-09-04 15:10:29.025266 +00:00,3
5775,4074,4106,22,32,2023-09-04 15:14:11.448297 +00:00,29,579,LE-03003,,3,3,F,2023-09-04 15:14:11.458368 +00:00,3
5774,3794,3807,3,13,2023-09-04 15:25:13.680253 +00:00,29,578,LE-03002,,3,3,F,2023-09-04 15:25:13.694032 +00:00,3
5770,2730,2747,7,17,2023-09-04 15:30:05.684835 +00:00,29,574,LE-02998,,3,3,F,2023-09-04 15:30:05.696858 +00:00,3
