id,previous_reading,current_reading,excess_consumption,total_consumed,finished_at,period_id,water_meter_id,code,created_at,created_by_id,operator_id,status,updated_at,updated_by_id
6345,838,839,0,1,2023-11-01 17:17:04.562504 +00:00,31,460,LE-03573,2023-11-01 13:43:45.771624 +00:00,,3,F,2023-11-01 17:17:04.572266 +00:00,
6323,41,43,0,2,2023-11-01 17:17:38.341228 +00:00,31,438,LE-03551,2023-11-01 13:43:45.770936 +00:00,,3,F,2023-11-01 17:17:38.351588 +00:00,
6347,2408,2414,0,6,2023-11-01 17:22:48.434562 +00:00,31,462,LE-03575,2023-11-01 13:43:45.771665 +00:00,,3,F,2023-11-01 17:22:48.454719 +00:00,
5748,131,132,0,1,2023-09-04 14:48:19.993077 +00:00,29,552,LE-02976,,3,3,F,2023-09-04 14:48:19.999250 +00:00,3
5555,1424,1445,11,21,2023-09-05 14:19:57.905466 +00:00,29,358,LE-02783,,3,3,F,2023-09-05 14:19:57.911127 +00:00,3
6354,1560,1561,0,1,2023-11-01 17:24:41.146566 +00:00,31,469,LE-03582,2023-11-01 13:43:45.771807 +00:00,,3,F,2023-11-01 17:24:41.156339 +00:00,
6353,2230,2237,0,7,2023-11-01 17:25:04.930167 +00:00,31,468,LE-03581,2023-11-01 13:43:45.771787 +00:00,,3,F,2023-11-01 17:25:04.939562 +00:00,
6202,725,730,0,5,2023-10-02 16:20:54.163689 +00:00,30,662,LE-03430,2023-10-01 23:12:34.071436 +00:00,,3,F,2023-10-02 16:20:54.177825 +00:00,
5946,148,148,0,0,2023-10-02 21:44:18.605780 +00:00,30,406,LE-03174,2023-10-01 23:12:34.065289 +00:00,,3,F,2023-10-02 21:44:18.613503 +00:00,
6376,2621,2642,11,21,2023-11-01 17:33:07.578888 +00:00,31,491,LE-03604,2023-11-01 13:43:45.772250 +00:00,,3,F,2023-11-01 17:33:07.588153 +00:00,
6395,2277,2287,0,10,2023-11-01 17:37:03.903087 +00:00,31,511,LE-03623,2023-11-01 13:43:45.772769 +00:00,,3,F,2023-11-01 17:37:03.912974 +00:00,
6375,4544,4561,7,17,2023-11-01 17:38:23.453860 +00:00,31,490,LE-03603,2023-11-01 13:43:45.772229 +00:00,,3,F,2023-11-01 17:38:23.467874 +00:00,
6394,3259,3271,2,12,2023-11-01 17:44:26.628280 +00:00,31,510,LE-03622,2023-11-01 13:43:45.772749 +00:00,,3,F,2023-11-01 17:44:26.635356 +00:00,
6393,3960,3981,11,21,2023-11-01 18:46:15.096756 +00:00,31,509,LE-03621,2023-11-01 13:43:45.772724 +00:00,,3,F,2023-11-01 18:46:15.106003 +00:00,
6350,1578,1581,0,3,2023-11-01 14:17:51.111697 +00:00,31,465,LE-03578,2023-11-01 13:43:45.771726 +00:00,,3,F,2023-11-01 14:17:51.132881 +00:00,
6358,1293,1300,0,7,2023-11-01 15:40:10.429735 +00:00,31,473,LE-03586,2023-11-01 13:43:45.771887 +00:00,,3,F,2023-11-01 15:40:10.440945 +00:00,
6357,4465,4478,3,13,2023-11-01 16:16:54.101508 +00:00,31,472,LE-03585,2023-11-01 13:43:45.771867 +00:00,,3,F,2023-11-01 16:16:54.110310 +00:00,
6377,1070,1071,0,1,2023-11-01 16:59:18.286298 +00:00,31,492,LE-03605,2023-11-01 13:43:45.772269 +00:00,,3,F,2023-11-01 16:59:18.294607 +00:00,
6351,3339,3355,6,16,2023-11-01 17:19:57.836375 +00:00,31,466,LE-03579,2023-11-01 13:43:45.771746 +00:00,,3,F,2023-11-01 17:19:57.844934 +00:00,
6390,4379,4388,0,9,2023-11-01 18:58:12.856418 +00:00,31,506,LE-03618,2023-11-01 13:43:45.772578 +00:00,,3,F,2023-11-01 18:58:12.867800 +00:00,
6389,5104,5136,22,32,2023-11-01 19:02:27.595731 +00:00,31,505,LE-03617,2023-11-01 13:43:45.772558 +00:00,,3,F,2023-11-01 19:02:27.606441 +00:00,
6388,3384,3386,0,2,2023-11-01 19:02:56.410284 +00:00,31,504,LE-03616,2023-11-01 13:43:45.772538 +00:00,,3,F,2023-11-01 19:02:56.430687 +00:00,
6387,9809,9865,46,56,2023-11-01 19:05:39.508040 +00:00,31,503,LE-03615,2023-11-01 13:43:45.772518 +00:00,,3,F,2023-11-01 19:05:39.517923 +00:00,
6384,1522,1545,13,23,2023-11-01 19:06:59.200013 +00:00,31,500,LE-03612,2023-11-01 13:43:45.772457 +00:00,,3,F,2023-11-01 19:06:59.212141 +00:00,
6383,1957,1957,0,0,2023-11-01 19:13:58.257211 +00:00,31,499,LE-03611,2023-11-01 13:43:45.772437 +00:00,,3,F,2023-11-01 19:13:58.265160 +00:00,
6378,898,919,11,21,2023-11-01 19:33:13.472556 +00:00,31,493,LE-03606,2023-11-01 13:43:45.772289 +00:00,,3,F,2023-11-01 19:33:13.490777 +00:00,
6379,2472,2474,0,2,2023-11-01 19:36:48.307704 +00:00,31,494,LE-03607,2023-11-01 13:43:45.772309 +00:00,,3,F,2023-11-01 19:36:48.324195 +00:00,
6356,8275,8302,17,27,2023-11-01 19:39:45.779403 +00:00,31,471,LE-03584,2023-11-01 13:43:45.771847 +00:00,,3,F,2023-11-01 19:39:45.788896 +00:00,
6373,1116,1127,1,11,2023-11-01 19:46:01.011519 +00:00,31,488,LE-03601,2023-11-01 13:43:45.772189 +00:00,,3,F,2023-11-01 19:46:01.019569 +00:00,
6355,2348,2355,0,7,2023-11-01 19:46:54.409769 +00:00,31,470,LE-03583,2023-11-01 13:43:45.771827 +00:00,,3,F,2023-11-01 19:46:54.419033 +00:00,
6372,2489,2495,0,6,2023-11-01 19:48:33.542070 +00:00,31,487,LE-03600,2023-11-01 13:43:45.772169 +00:00,,3,F,2023-11-01 19:48:33.580048 +00:00,
6374,884,888,0,4,2023-11-01 19:50:47.352257 +00:00,31,489,LE-03602,2023-11-01 13:43:45.772209 +00:00,,3,F,2023-11-01 19:50:47.359247 +00:00,
6408,1720,1720,0,0,2023-11-01 20:00:59.682520 +00:00,31,524,LE-03636,2023-11-01 13:43:45.773090 +00:00,,3,F,2023-11-01 20:00:59.690625 +00:00,
6407,2608,2614,0,6,2023-11-01 20:02:58.119719 +00:00,31,523,LE-03635,2023-11-01 13:43:45.773070 +00:00,,3,F,2023-11-01 20:02:58.132577 +00:00,
6397,2796,2803,0,7,2023-11-01 20:12:23.124106 +00:00,31,513,LE-03625,2023-11-01 13:43:45.772810 +00:00,,3,F,2023-11-01 20:12:23.136477 +00:00,
6386,1834,1834,0,0,2023-11-01 20:13:55.740285 +00:00,31,502,LE-03614,2023-11-01 13:43:45.772497 +00:00,,3,F,2023-11-01 20:13:55.748514 +00:00,
6398,3360,3387,17,27,2023-11-01 20:15:51.480762 +00:00,31,514,LE-03626,2023-11-01 13:43:45.772831 +00:00,,3,F,2023-11-01 20:15:51.489767 +00:00,
6380,1340,1354,4,14,2023-11-01 20:21:16.692462 +00:00,31,495,LE-03608,2023-11-01 13:43:45.772376 +00:00,,3,F,2023-11-01 20:21:16.700052 +00:00,
6352,27,27,0,0,2023-11-01 20:21:47.317383 +00:00,31,467,LE-03580,2023-11-01 13:43:45.771766 +00:00,,3,F,2023-11-01 20:21:47.333145 +00:00,
6382,1000,1002,0,2,2023-11-01 20:24:37.485172 +00:00,31,498,LE-03610,2023-11-01 13:43:45.772417 +00:00,,3,F,2023-11-01 20:24:37.493983 +00:00,
6396,4554,4574,10,20,2023-11-01 20:33:44.644611 +00:00,31,512,LE-03624,2023-11-01 13:43:45.772790 +00:00,,3,F,2023-11-01 20:33:44.652637 +00:00,
6392,1249,1289,30,40,2023-11-01 20:34:29.938458 +00:00,31,508,LE-03620,2023-11-01 13:43:45.772618 +00:00,,3,F,2023-11-01 20:34:29.946622 +00:00,
6364,3127,3135,0,8,2023-11-01 21:33:07.882141 +00:00,31,479,LE-03592,2023-11-01 13:43:45.772009 +00:00,,3,F,2023-11-01 21:33:07.893765 +00:00,
6359,248,248,0,0,2023-11-03 14:35:02.061690 +00:00,31,474,LE-03587,2023-11-01 13:43:45.771907 +00:00,,3,F,2023-11-03 14:35:02.075507 +00:00,
6406,2568,2576,0,8,2023-11-03 14:54:51.175153 +00:00,31,522,LE-03634,2023-11-01 13:43:45.773050 +00:00,,3,F,2023-11-03 14:54:51.186474 +00:00,
6363,3265,3279,4,14,2023-11-03 14:55:57.699720 +00:00,31,478,LE-03591,2023-11-01 13:43:45.771989 +00:00,,3,F,2023-11-03 14:55:57.707771 +00:00,
6362,1787,1804,7,17,2023-11-03 14:57:04.224055 +00:00,31,477,LE-03590,2023-11-01 13:43:45.771968 +00:00,,3,F,2023-11-03 14:57:04.232241 +00:00,
6381,4522,4542,10,20,2023-11-03 15:07:13.351343 +00:00,31,496,LE-03609,2023-11-01 13:43:45.772397 +00:00,,3,F,2023-11-03 15:07:13.361279 +00:00,
6360,1236,1246,0,10,2023-11-03 15:22:13.107988 +00:00,31,475,LE-03588,2023-11-01 13:43:45.771927 +00:00,,3,F,2023-11-03 15:22:13.115414 +00:00,
6361,1812,1820,0,8,2023-11-03 15:29:12.001709 +00:00,31,476,LE-03589,2023-11-01 13:43:45.771948 +00:00,,3,F,2023-11-03 15:29:12.010811 +00:00,
6400,7385,7406,11,21,2023-11-04 21:54:33.715422 +00:00,31,516,LE-03628,2023-11-01 13:43:45.772871 +00:00,,3,F,2023-11-04 21:54:33.723883 +00:00,
6401,1958,1974,6,16,2023-11-04 21:57:03.531689 +00:00,31,517,LE-03629,2023-11-01 13:43:45.772890 +00:00,,3,F,2023-11-04 21:57:03.554958 +00:00,
6399,271,275,0,4,2023-11-04 22:00:14.833916 +00:00,31,515,LE-03627,2023-11-01 13:43:45.772851 +00:00,,3,F,2023-11-04 22:00:14.848474 +00:00,
6402,3433,3436,0,3,2023-11-04 22:02:36.247118 +00:00,31,518,LE-03630,2023-11-01 13:43:45.772910 +00:00,,3,F,2023-11-04 22:02:36.254994 +00:00,
6405,5859,5865,0,6,2023-11-04 22:10:52.187628 +00:00,31,521,LE-03633,2023-11-01 13:43:45.773030 +00:00,,3,F,2023-11-04 22:10:52.196235 +00:00,
6404,928,928,0,0,2023-11-04 22:11:53.921443 +00:00,31,520,LE-03632,2023-11-01 13:43:45.773009 +00:00,,3,F,2023-11-04 22:11:53.928818 +00:00,
6367,2296,2313,7,17,2023-11-04 22:18:02.459833 +00:00,31,482,LE-03595,2023-11-01 13:43:45.772069 +00:00,,3,F,2023-11-04 22:18:02.470102 +00:00,
6368,3772,3779,0,7,2023-11-04 22:22:21.553433 +00:00,31,483,LE-03596,2023-11-01 13:43:45.772089 +00:00,,3,F,2023-11-04 22:22:21.561369 +00:00,
6369,4686,4689,0,3,2023-11-04 22:23:14.257675 +00:00,31,484,LE-03597,2023-11-01 13:43:45.772110 +00:00,,3,F,2023-11-04 22:23:14.268378 +00:00,
6371,3400,3411,1,11,2023-11-04 22:24:07.486136 +00:00,31,486,LE-03599,2023-11-01 13:43:45.772149 +00:00,,3,F,2023-11-04 22:24:07.501021 +00:00,
6370,5670,5690,10,20,2023-11-04 22:29:36.013521 +00:00,31,485,LE-03598,2023-11-01 13:43:45.772130 +00:00,,3,F,2023-11-04 22:29:36.021026 +00:00,
6366,5224,5236,2,12,2023-11-04 22:30:02.613982 +00:00,31,481,LE-03594,2023-11-01 13:43:45.772049 +00:00,,3,F,2023-11-04 22:30:02.624334 +00:00,
6762,1150,1156,0,6,2023-12-04 14:05:19.300778 +00:00,32,534,LE-03990,2023-12-02 21:42:52.796602 +00:00,,3,F,2023-12-04 14:05:19.308504 +00:00,
5696,1487,1506,9,19,2023-09-04 15:00:26.888384 +00:00,29,500,LE-02924,,3,3,F,2023-09-04 15:00:26.916460 +00:00,3
5812,430,437,0,7,2023-09-05 14:28:45.816663 +00:00,29,616,LE-03040,,3,3,F,2023-09-05 14:28:45.823002 +00:00,3
6444,3189,3206,7,17,2023-11-01 17:27:24.129603 +00:00,31,560,LE-03672,2023-11-01 13:43:45.774051 +00:00,,3,F,2023-11-01 17:27:24.136982 +00:00,
6445,6948,6983,25,35,2023-11-01 17:31:15.934745 +00:00,31,561,LE-03673,2023-11-01 13:43:45.774071 +00:00,,3,F,2023-11-01 17:31:15.944540 +00:00,
5978,41,41,0,0,2023-10-02 16:48:50.824824 +00:00,30,438,LE-03206,2023-10-01 23:12:34.066121 +00:00,,3,F,2023-10-02 16:48:50.832451 +00:00,
6147,7567,7597,20,30,2023-10-02 21:45:17.926344 +00:00,30,607,LE-03375,2023-10-01 23:12:34.070031 +00:00,,3,F,2023-10-02 21:45:17.935143 +00:00,
6442,3195,3214,9,19,2023-11-01 17:31:54.992716 +00:00,31,558,LE-03670,2023-11-01 13:43:45.773862 +00:00,,3,F,2023-11-01 17:31:55.000174 +00:00,
6446,3663,3690,17,27,2023-11-01 17:32:28.993855 +00:00,31,562,LE-03674,2023-11-01 13:43:45.774091 +00:00,,3,F,2023-11-01 17:32:29.009024 +00:00,
6440,1160,1164,0,4,2023-11-01 17:33:31.020916 +00:00,31,556,LE-03668,2023-11-01 13:43:45.773822 +00:00,,3,F,2023-11-01 17:33:31.028640 +00:00,
6439,2763,2774,1,11,2023-11-01 17:34:28.968484 +00:00,31,555,LE-03667,2023-11-01 13:43:45.773801 +00:00,,3,F,2023-11-01 17:34:28.979352 +00:00,
6441,576,578,0,2,2023-11-01 17:34:47.439977 +00:00,31,557,LE-03669,2023-11-01 13:43:45.773842 +00:00,,3,F,2023-11-01 17:34:47.450541 +00:00,
6433,2518,2519,0,1,2023-11-01 17:36:03.404608 +00:00,31,549,LE-03661,2023-11-01 13:43:45.773671 +00:00,,3,F,2023-11-01 17:36:03.413086 +00:00,
6435,2195,2195,0,0,2023-11-01 17:37:18.204643 +00:00,31,551,LE-03663,2023-11-01 13:43:45.773721 +00:00,,3,F,2023-11-01 17:37:18.212252 +00:00,
6438,3411,3411,0,0,2023-11-01 17:37:25.177930 +00:00,31,554,LE-03666,2023-11-01 13:43:45.773780 +00:00,,3,F,2023-11-01 17:37:25.186925 +00:00,
6434,1974,1981,0,7,2023-11-01 18:49:19.176834 +00:00,31,550,LE-03662,2023-11-01 13:43:45.773700 +00:00,,3,F,2023-11-01 18:49:19.190583 +00:00,
6436,132,132,0,0,2023-11-01 18:50:59.648195 +00:00,31,552,LE-03664,2023-11-01 13:43:45.773740 +00:00,,3,F,2023-11-01 18:50:59.682569 +00:00,
6448,574,576,0,2,2023-11-01 18:56:59.363173 +00:00,31,564,LE-03676,2023-11-01 13:43:45.774131 +00:00,,3,F,2023-11-01 18:56:59.370973 +00:00,
6466,2439,2454,5,15,2023-11-01 19:24:05.793267 +00:00,31,582,LE-03694,2023-11-01 13:43:45.774591 +00:00,,3,F,2023-11-01 19:24:05.801457 +00:00,
6467,4600,4617,7,17,2023-11-01 19:25:18.165438 +00:00,31,583,LE-03695,2023-11-01 13:43:45.774611 +00:00,,3,F,2023-11-01 19:25:18.172979 +00:00,
6465,1777,1786,0,9,2023-11-01 19:26:32.718220 +00:00,31,581,LE-03693,2023-11-01 13:43:45.774571 +00:00,,3,F,2023-11-01 19:26:32.726501 +00:00,
6464,754,755,0,1,2023-11-01 19:28:19.496031 +00:00,31,580,LE-03692,2023-11-01 13:43:45.774551 +00:00,,3,F,2023-11-01 19:28:19.503583 +00:00,
6463,4137,4165,18,28,2023-11-01 19:29:56.097975 +00:00,31,579,LE-03691,2023-11-01 13:43:45.774531 +00:00,,3,F,2023-11-01 19:29:56.108330 +00:00,
6462,3827,3846,9,19,2023-11-01 19:35:08.672879 +00:00,31,578,LE-03690,2023-11-01 13:43:45.774511 +00:00,,3,F,2023-11-01 19:35:08.683085 +00:00,
6458,2780,2800,10,20,2023-11-01 19:40:35.937141 +00:00,31,574,LE-03686,2023-11-01 13:43:45.774430 +00:00,,3,F,2023-11-01 19:40:35.945393 +00:00,
6413,1370,1372,0,2,2023-11-01 13:56:37.796650 +00:00,31,529,LE-03641,2023-11-01 13:43:45.773191 +00:00,,3,F,2023-11-01 13:56:37.804443 +00:00,
6418,1140,1150,0,10,2023-11-01 14:10:24.296366 +00:00,31,534,LE-03646,2023-11-01 13:43:45.773291 +00:00,,3,F,2023-11-01 14:10:24.304536 +00:00,
6414,6443,6478,25,35,2023-11-01 14:41:17.729881 +00:00,31,530,LE-03642,2023-11-01 13:43:45.773211 +00:00,,3,F,2023-11-01 14:41:17.739001 +00:00,
6419,3345,3359,4,14,2023-11-01 15:03:45.026491 +00:00,31,535,LE-03647,2023-11-01 13:43:45.773311 +00:00,,3,F,2023-11-01 15:03:45.035383 +00:00,
6415,2765,2771,0,6,2023-11-01 15:04:13.216323 +00:00,31,531,LE-03643,2023-11-01 13:43:45.773231 +00:00,,3,F,2023-11-01 15:04:13.225890 +00:00,
6416,1826,1830,0,4,2023-11-01 15:04:37.900772 +00:00,31,532,LE-03644,2023-11-01 13:43:45.773251 +00:00,,3,F,2023-11-01 15:04:37.910146 +00:00,
6428,4818,4833,5,15,2023-11-01 15:05:15.150231 +00:00,31,544,LE-03656,2023-11-01 13:43:45.773571 +00:00,,3,F,2023-11-01 15:05:15.167663 +00:00,
6424,4075,4079,0,4,2023-11-01 15:06:09.977607 +00:00,31,540,LE-03652,2023-11-01 13:43:45.773491 +00:00,,3,F,2023-11-01 15:06:09.998579 +00:00,
6426,3761,3778,7,17,2023-11-01 15:07:15.031873 +00:00,31,542,LE-03654,2023-11-01 13:43:45.773531 +00:00,,3,F,2023-11-01 15:07:15.041447 +00:00,
6427,4716,4728,2,12,2023-11-01 15:11:58.777089 +00:00,31,543,LE-03655,2023-11-01 13:43:45.773551 +00:00,,3,F,2023-11-01 15:11:58.785030 +00:00,
6423,2901,2901,0,0,2023-11-01 15:13:30.291756 +00:00,31,539,LE-03651,2023-11-01 13:43:45.773471 +00:00,,3,F,2023-11-01 15:13:30.302945 +00:00,
6422,6552,6566,4,14,2023-11-01 15:16:45.073674 +00:00,31,538,LE-03650,2023-11-01 13:43:45.773451 +00:00,,3,F,2023-11-01 15:16:45.083380 +00:00,
6425,2220,2226,0,6,2023-11-01 15:17:53.387208 +00:00,31,541,LE-03653,2023-11-01 13:43:45.773511 +00:00,,3,F,2023-11-01 15:17:53.409099 +00:00,
6417,3038,3054,6,16,2023-11-01 15:41:32.414675 +00:00,31,533,LE-03645,2023-11-01 13:43:45.773271 +00:00,,3,F,2023-11-01 15:41:32.424257 +00:00,
6420,4093,4094,0,1,2023-11-01 16:04:29.592709 +00:00,31,536,LE-03648,2023-11-01 13:43:45.773409 +00:00,,3,F,2023-11-01 16:04:29.605242 +00:00,
6421,5576,5576,0,0,2023-11-01 16:22:18.120740 +00:00,31,537,LE-03649,2023-11-01 13:43:45.773430 +00:00,,3,F,2023-11-01 16:22:18.129588 +00:00,
6443,3173,3197,14,24,2023-11-01 16:54:23.217550 +00:00,31,559,LE-03671,2023-11-01 13:43:45.774029 +00:00,,3,F,2023-11-01 16:54:23.225099 +00:00,
6456,1098,1106,0,8,2023-11-01 19:42:47.747316 +00:00,31,572,LE-03684,2023-11-01 13:43:45.774316 +00:00,,3,F,2023-11-01 19:42:47.755559 +00:00,
6460,1860,1865,0,5,2023-11-01 19:43:34.064001 +00:00,31,576,LE-03688,2023-11-01 13:43:45.774471 +00:00,,3,F,2023-11-01 19:43:34.072115 +00:00,
6455,1413,1413,0,0,2023-11-01 19:53:27.328579 +00:00,31,571,LE-03683,2023-11-01 13:43:45.774296 +00:00,,3,F,2023-11-01 19:53:27.340855 +00:00,
6457,687,687,0,0,2023-11-01 19:54:06.802814 +00:00,31,573,LE-03685,2023-11-01 13:43:45.774405 +00:00,,3,F,2023-11-01 19:54:06.814869 +00:00,
6409,1721,1724,0,3,2023-11-01 19:59:33.834952 +00:00,31,525,LE-03637,2023-11-01 13:43:45.773111 +00:00,,3,F,2023-11-01 19:59:33.843320 +00:00,
6411,5822,5835,3,13,2023-11-01 20:02:02.966864 +00:00,31,527,LE-03639,2023-11-01 13:43:45.773151 +00:00,,3,F,2023-11-01 20:02:02.978095 +00:00,
6410,614,614,0,0,2023-11-01 20:03:27.757116 +00:00,31,526,LE-03638,2023-11-01 13:43:45.773131 +00:00,,3,F,2023-11-01 20:03:27.768737 +00:00,
6461,2884,2890,0,6,2023-11-01 20:14:59.614122 +00:00,31,577,LE-03689,2023-11-01 13:43:45.774491 +00:00,,3,F,2023-11-01 20:14:59.626052 +00:00,
6429,116,116,0,0,2023-11-01 20:17:40.863617 +00:00,31,545,LE-03657,2023-11-01 13:43:45.773591 +00:00,,3,F,2023-11-01 20:17:40.871808 +00:00,
6432,955,969,4,14,2023-11-01 20:27:09.765950 +00:00,31,548,LE-03660,2023-11-01 13:43:45.773650 +00:00,,3,F,2023-11-01 20:27:09.773555 +00:00,
6431,4162,4173,1,11,2023-11-01 20:28:03.522526 +00:00,31,547,LE-03659,2023-11-01 13:43:45.773631 +00:00,,3,F,2023-11-01 20:28:03.537137 +00:00,
6430,4234,4254,10,20,2023-11-01 20:31:35.260039 +00:00,31,546,LE-03658,2023-11-01 13:43:45.773611 +00:00,,3,F,2023-11-01 20:31:35.267914 +00:00,
6452,140,141,0,1,2023-11-01 20:56:02.533253 +00:00,31,568,LE-03680,2023-11-01 13:43:45.774237 +00:00,,3,F,2023-11-01 20:56:02.542357 +00:00,
6447,1489,1509,10,20,2023-11-01 21:16:40.877538 +00:00,31,563,LE-03675,2023-11-01 13:43:45.774111 +00:00,,3,F,2023-11-01 21:16:40.893299 +00:00,
6451,2636,2645,0,9,2023-11-01 21:17:25.420808 +00:00,31,567,LE-03679,2023-11-01 13:43:45.774218 +00:00,,3,F,2023-11-01 21:17:25.428653 +00:00,
6449,9127,9134,0,7,2023-11-01 21:20:42.882776 +00:00,31,565,LE-03677,2023-11-01 13:43:45.774150 +00:00,,3,F,2023-11-01 21:20:42.896068 +00:00,
6450,4045,4052,0,7,2023-11-01 21:21:37.345098 +00:00,31,566,LE-03678,2023-11-01 13:43:45.774170 +00:00,,3,F,2023-11-01 21:21:37.369903 +00:00,
6459,108,108,0,0,2023-11-04 22:29:22.498738 +00:00,31,575,LE-03687,2023-11-01 13:43:45.774451 +00:00,,3,F,2023-11-04 22:29:22.508041 +00:00,
6580,104,104,0,0,2023-12-04 14:16:10.769015 +00:00,32,351,LE-03808,2023-12-02 21:42:52.792632 +00:00,,3,F,2023-12-04 14:16:10.777113 +00:00,
5776,751,752,0,1,2023-09-04 15:12:33.334287 +00:00,29,580,LE-03004,,3,3,F,2023-09-04 15:12:33.355265 +00:00,3
5603,393,393,0,0,2023-09-05 14:50:23.968398 +00:00,29,407,LE-02831,,3,3,F,2023-09-05 14:50:23.974684 +00:00,3
6472,2606,2610,0,4,2023-11-01 17:42:52.785898 +00:00,31,588,LE-03700,2023-11-01 13:43:45.774709 +00:00,,3,F,2023-11-01 17:42:52.794696 +00:00,
6476,1678,1688,0,10,2023-11-01 17:45:07.936256 +00:00,31,592,LE-03704,2023-11-01 13:43:45.774789 +00:00,,3,F,2023-11-01 17:45:07.944898 +00:00,
6093,379,391,2,12,2023-10-02 19:40:03.973610 +00:00,30,553,LE-03321,2023-10-01 23:12:34.068799 +00:00,,3,F,2023-10-02 19:40:03.981453 +00:00,
6149,4850,4850,0,0,2023-10-02 22:01:52.355770 +00:00,30,609,LE-03377,2023-10-01 23:12:34.070070 +00:00,,3,F,2023-10-02 22:01:52.363918 +00:00,
6468,3141,3157,6,16,2023-11-01 19:24:42.539490 +00:00,31,584,LE-03696,2023-11-01 13:43:45.774630 +00:00,,3,F,2023-11-01 19:24:42.546746 +00:00,
6515,1473,1483,0,10,2023-11-01 20:04:53.857377 +00:00,31,631,LE-03743,2023-11-01 13:43:45.775727 +00:00,,3,F,2023-11-01 20:04:53.865195 +00:00,
6495,2553,2554,0,1,2023-11-01 20:05:35.974568 +00:00,31,611,LE-03723,2023-11-01 13:43:45.775272 +00:00,,3,F,2023-11-01 20:05:35.993635 +00:00,
6469,1815,1815,0,0,2023-11-01 20:40:25.932834 +00:00,31,585,LE-03697,2023-11-01 13:43:45.774650 +00:00,,3,F,2023-11-01 20:40:25.941956 +00:00,
6470,721,721,0,0,2023-11-01 20:40:55.452862 +00:00,31,586,LE-03698,2023-11-01 13:43:45.774669 +00:00,,3,F,2023-11-01 20:40:55.460268 +00:00,
6477,101,108,0,7,2023-11-01 20:45:39.107992 +00:00,31,593,LE-03705,2023-11-01 13:43:45.774809 +00:00,,3,F,2023-11-01 20:45:39.158345 +00:00,
6474,3798,3821,13,23,2023-11-01 20:50:23.535073 +00:00,31,590,LE-03702,2023-11-01 13:43:45.774749 +00:00,,3,F,2023-11-01 20:50:23.552043 +00:00,
6484,905,917,2,12,2023-11-01 20:51:53.397607 +00:00,31,600,LE-03712,2023-11-01 13:43:45.775051 +00:00,,3,F,2023-11-01 20:51:53.411950 +00:00,
6471,2778,2785,0,7,2023-11-01 20:52:57.176650 +00:00,31,587,LE-03699,2023-11-01 13:43:45.774689 +00:00,,3,F,2023-11-01 20:52:57.199902 +00:00,
6481,6808,6828,10,20,2023-11-01 20:53:43.134905 +00:00,31,597,LE-03709,2023-11-01 13:43:45.774888 +00:00,,3,F,2023-11-01 20:53:43.147264 +00:00,
6482,5287,5310,13,23,2023-11-01 20:54:56.027880 +00:00,31,598,LE-03710,2023-11-01 13:43:45.775009 +00:00,,3,F,2023-11-01 20:54:56.038503 +00:00,
6483,1744,1786,32,42,2023-11-01 20:56:54.582880 +00:00,31,599,LE-03711,2023-11-01 13:43:45.775031 +00:00,,3,F,2023-11-01 20:56:54.595695 +00:00,
6480,3277,3291,4,14,2023-11-01 20:57:56.969750 +00:00,31,596,LE-03708,2023-11-01 13:43:45.774867 +00:00,,3,F,2023-11-01 20:57:56.977749 +00:00,
6485,5233,5244,1,11,2023-11-01 20:58:35.974048 +00:00,31,601,LE-03713,2023-11-01 13:43:45.775071 +00:00,,3,F,2023-11-01 20:58:35.981725 +00:00,
6510,5033,5046,3,13,2023-11-01 13:52:19.508754 +00:00,31,626,LE-03738,2023-11-01 13:43:45.775628 +00:00,,3,F,2023-11-01 13:52:19.518361 +00:00,
6508,181,181,0,0,2023-11-01 13:58:21.531630 +00:00,31,624,LE-03736,2023-11-01 13:43:45.775588 +00:00,,3,F,2023-11-01 13:58:21.543296 +00:00,
6507,2762,2762,0,0,2023-11-01 14:04:10.378535 +00:00,31,623,LE-03735,2023-11-01 13:43:45.775568 +00:00,,3,F,2023-11-01 14:04:10.398568 +00:00,
6511,4527,4537,0,10,2023-11-01 14:09:08.010011 +00:00,31,627,LE-03739,2023-11-01 13:43:45.775648 +00:00,,3,F,2023-11-01 14:09:08.020188 +00:00,
6512,3942,3965,13,23,2023-11-01 14:12:22.176540 +00:00,31,628,LE-03740,2023-11-01 13:43:45.775667 +00:00,,3,F,2023-11-01 14:12:22.200264 +00:00,
6520,2531,2531,0,0,2023-11-01 14:27:06.777650 +00:00,31,636,LE-03748,2023-11-01 13:43:45.775826 +00:00,,3,F,2023-11-01 14:27:06.786050 +00:00,
6509,1161,1165,0,4,2023-11-01 14:43:18.363418 +00:00,31,625,LE-03737,2023-11-01 13:43:45.775608 +00:00,,3,F,2023-11-01 14:43:18.374925 +00:00,
6526,3135,3149,4,14,2023-11-01 15:20:10.384600 +00:00,31,642,LE-03754,2023-11-01 13:43:45.775948 +00:00,,3,F,2023-11-01 15:20:10.391869 +00:00,
6522,2676,2688,2,12,2023-11-01 15:24:09.868244 +00:00,31,638,LE-03750,2023-11-01 13:43:45.775866 +00:00,,3,F,2023-11-01 15:24:09.878100 +00:00,
6523,3294,3313,9,19,2023-11-01 15:24:51.354162 +00:00,31,639,LE-03751,2023-11-01 13:43:45.775886 +00:00,,3,F,2023-11-01 15:24:51.366566 +00:00,
